38400
0 0 2 6819 7292 -1
0 7447 2 9160 12019 -1
0 2389 0 1 6242 26801
1 3440 4 15621 36363 -1
1 5748 3 5 29655 32776
1 10156 4 5564 16362 -1
2 12491 8 5562 20231 -1
2 8399 8 10192 29990 -1
2 10635 6 7 158 358
3 1581 11 10887 16897 -1
3 2638 11 9097 17903 -1
3 2217 9 10 3289 19479
4 10040 13 14 23455 23705
4 6318 12 501 550 -1
4 10821 12 29214 37032 -1
5 10063 17 18251 32710 -1
5 480 17 2950 10686 -1
5 3095 15 16 29772 32202
6 2564 19 14403 31982 -1
6 5471 18 20 1398 8180
6 7153 19 9725 26321 -1
7 2631 23 8509 10073 -1
7 6329 23 18851 19073 -1
7 2767 21 22 15265 19564
8 758 25 8554 16112 -1
8 3743 24 26 8133 15925
8 7644 25 11576 11860 -1
9 3591 28 29 2391 21685
9 483 27 10979 14484 -1
9 9002 27 36831 37575 -1
10 8808 31 5555 9895 -1
10 2410 30 32 3704 10372
10 1803 31 4360 23061 -1
11 6967 34 35 3481 15238
11 12770 33 1272 18884 -1
11 3823 33 19822 22830 -1
12 9892 37 38 22154 22712
12 12073 36 8437 21378 -1
12 2131 36 20854 27590 -1
13 5702 40 41 8214 13498
13 5911 39 23403 33437 -1
13 4520 39 9650 14226 -1
14 1886 44 18961 27024 -1
14 5326 44 12789 15905 -1
14 5249 42 43 28157 30121
15 11165 46 47 10585 20126
15 11539 45 18455 21794 -1
15 2107 45 15729 20363 -1
16 5405 49 16498 33654 -1
16 3166 48 50 4861 28012
16 2387 49 16208 34884 -1
17 1331 53 15876 17414 -1
17 9555 53 6318 15340 -1
17 5589 51 52 19661 24206
18 11043 55 14120 14492 -1
18 7240 54 56 9811 24701
18 3760 55 11286 26857 -1
19 7984 59 3742 24966 -1
19 6354 59 23272 35644 -1
19 7970 57 58 6308 14219
20 8331 62 8626 20608 -1
20 2991 62 19869 22330 -1
20 3459 60 61 18184 33045
21 2047 65 69 12187 -1
21 11635 65 22214 22365 -1
21 6050 63 64 6082 25292
22 12760 68 9587 18687 -1
22 3442 68 5975 26172 -1
22 6686 66 67 18087 33873
23 2047 70 71 63 12187
23 25 69 18916 26000 -1
23 2608 69 20879 38074 -1
24 10654 74 2248 14141 -1
24 5010 74 19905 27387 -1
24 7012 72 73 12341 29116
25 4964 76 77 10120 31041
25 3758 75 5883 18248 -1
25 8998 75 864 937 -1
26 4671 79 80 924 7214
26 10550 78 9421 23744 -1
26 3199 78 4984 6885 -1
27 12155 83 6134 6870 -1
27 5710 83 3791 22607 -1
27 5934 81 82 150 13042
28 1111 85 2482 16227 -1
28 7060 84 86 4992 21287
28 11607 85 2206 22525 -1
29 12698 89 6675 14508 -1
29 4350 89 14698 25452 -1
29 6974 87 88 21736 26595
30 8583 91 92 9506 11454
30 89 90 17212 23127 -1
30 9464 90 7926 10751 -1
31 5661 95 4045 8663 -1
31 9491 95 793 5693 -1
31 7826 93 94 10251 13975
32 1566 98 5247 19532 -1
32 5248 98 28663 36602 -1
32 1734 96 97 11898 13774
33 5200 100 4572 4755 -1
33 5803 99 101 31454 37103
33 6340 100 13368 14688 -1
34 4141 103 4113 13925 -1
34 6247 102 104 1351 30469
34 10577 103 19422 26880 -1
35 7442 106 2366 27145 -1
35 7400 105 107 26418 37282
35 1243 106 17833 24200 -1
36 4748 109 110 7659 11003
36 8952 108 14273 18946 -1
36 739 108 4899 6412 -1
37 8991 112 113 14595 21433
